,Timestamp,User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Resource_Allocation
9159,09-03-2023 10:28,User_359,Emergency_Service,-43 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
9160,09-03-2023 10:28,User_360,Web_Browsing,-110 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
9161,09-03-2023 10:28,User_361,Background_Download,-119 dBm,74 ms,390 Kbps,390 Kbps,60%
9162,09-03-2023 10:28,User_362,VoIP_Call,-60 dBm,48 ms,0 Kbps,15 Kbps,90%
9163,09-03-2023 10:28,User_363,Online_Gaming,-45 dBm,43 ms,5.9 Mbps,6.2 Mbps,80%
9164,09-03-2023 10:28,User_364,Streaming,-106 dBm,57 ms,1.7 Mbps,2.2 Mbps,85%
9165,09-03-2023 10:28,User_365,Video_Call,-43 dBm,49 ms,14.1 Mbps,15.4 Mbps,75%
9166,09-03-2023 10:28,User_366,Video_Streaming,-109 dBm,54 ms,1.4 Mbps,1.8 Mbps,70%
9167,09-03-2023 10:28,User_367,Emergency_Service,-42 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
9168,09-03-2023 10:28,User_368,Web_Browsing,-110 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
9169,09-03-2023 10:28,User_369,Background_Download,-120 dBm,75 ms,380 Kbps,380 Kbps,60%
9170,09-03-2023 10:28,User_370,VoIP_Call,-59 dBm,49 ms,0 Kbps,10 Kbps,90%
9171,09-03-2023 10:28,User_371,Online_Gaming,-44 dBm,44 ms,6.0 Mbps,6.3 Mbps,80%
9172,09-03-2023 10:28,User_372,Streaming,-107 dBm,58 ms,1.6 Mbps,2.1 Mbps,85%
9173,09-03-2023 10:28,User_373,Video_Call,-42 dBm,50 ms,14.2 Mbps,15.5 Mbps,75%
9174,09-03-2023 10:28,User_374,Video_Streaming,-110 dBm,55 ms,1.3 Mbps,1.7 Mbps,70%
9175,09-03-2023 10:28,User_375,Emergency_Service,-42 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
9176,09-03-2023 10:28,User_376,Web_Browsing,-111 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
9177,09-03-2023 10:28,User_377,Background_Download,-121 dBm,76 ms,370 Kbps,370 Kbps,60%
9178,09-03-2023 10:28,User_378,VoIP_Call,-58 dBm,50 ms,0 Kbps,5 Kbps,90%
9179,09-03-2023 10:28,User_379,Online_Gaming,-43 dBm,45 ms,6.1 Mbps,6.4 Mbps,80%
9180,09-03-2023 10:28,User_380,Streaming,-108 dBm,59 ms,1.5 Mbps,2.0 Mbps,85%
9181,09-03-2023 10:28,User_381,Video_Call,-41 dBm,51 ms,14.3 Mbps,15.6 Mbps,75%
9182,09-03-2023 10:28,User_382,Video_Streaming,-111 dBm,56 ms,1.2 Mbps,1.6 Mbps,70%
9183,09-03-2023 10:28,User_383,Emergency_Service,-41 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
9184,09-03-2023 10:28,User_384,Web_Browsing,-111 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
9185,09-03-2023 10:28,User_385,Background_Download,-122 dBm,77 ms,360 Kbps,360 Kbps,60%
9186,09-03-2023 10:28,User_386,VoIP_Call,-57 dBm,51 ms,0 Kbps,0 Kbps,90%
9187,09-03-2023 10:28,User_387,Online_Gaming,-42 dBm,46 ms,6.2 Mbps,6.5 Mbps,80%
9188,09-03-2023 10:28,User_388,Streaming,-109 dBm,60 ms,1.4 Mbps,1.9 Mbps,85%
9189,09-03-2023 10:28,User_389,Video_Call,-41 dBm,52 ms,14.4 Mbps,15.7 Mbps,75%
9190,09-03-2023 10:28,User_390,Video_Streaming,-112 dBm,57 ms,1.1 Mbps,1.5 Mbps,70%
9191,09-03-2023 10:28,User_391,Emergency_Service,-40 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
9192,09-03-2023 10:28,User_392,Web_Browsing,-112 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
9193,09-03-2023 10:28,User_393,Background_Download,-123 dBm,78 ms,350 Kbps,350 Kbps,60%
9194,09-03-2023 10:28,User_394,VoIP_Call,-56 dBm,52 ms,0 Kbps,0 Kbps,90%
9195,09-03-2023 10:28,User_395,Online_Gaming,-41 dBm,47 ms,6.3 Mbps,6.6 Mbps,80%
9196,09-03-2023 10:28,User_396,Streaming,-110 dBm,61 ms,1.3 Mbps,1.8 Mbps,85%
9197,09-03-2023 10:28,User_397,Video_Call,-40 dBm,53 ms,14.5 Mbps,15.8 Mbps,75%
9198,09-03-2023 10:28,User_398,Video_Streaming,-113 dBm,58 ms,1.0 Mbps,1.4 Mbps,70%
9199,09-03-2023 10:28,User_399,Emergency_Service,-40 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
9200,09-03-2023 10:28,User_400,Web_Browsing,-113 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
9201,09-03-2023 10:23,User_1,Video_Call,-75 dBm,30 ms,10 Mbps,15 Mbps,70%
9202,09-03-2023 10:23,User_2,Voice_Call,-80 dBm,20 ms,100 Kbps,120 Kbps,80%
9203,09-03-2023 10:23,User_3,Streaming,-85 dBm,40 ms,5 Mbps,6 Mbps,75%
9204,09-03-2023 10:23,User_4,Emergency_Service,-70 dBm,10 ms,1 Mbps,1.5 Mbps,90%
9205,09-03-2023 10:23,User_5,Online_Gaming,-78 dBm,25 ms,2 Mbps,3 Mbps,85%
9206,09-03-2023 10:23,User_6,Background_Download,-90 dBm,50 ms,500 Kbps,550 Kbps,70%
9207,09-03-2023 10:23,User_7,Web_Browsing,-88 dBm,30 ms,1 Mbps,1 Mbps,60%
9208,09-03-2023 10:23,User_8,IoT_Temperature,-95 dBm,100 ms,10 Kbps,15 Kbps,50%
9209,09-03-2023 10:23,User_9,Video_Streaming,-82 dBm,35 ms,3 Mbps,3.5 Mbps,80%
9210,09-03-2023 10:23,User_10,File_Download,-75 dBm,45 ms,2 Mbps,2 Mbps,70%
9211,09-03-2023 10:23,User_11,Video_Call,-76 dBm,32 ms,12 Mbps,14 Mbps,70%
9212,09-03-2023 10:23,User_12,Online_Gaming,-79 dBm,24 ms,2.5 Mbps,2.8 Mbps,75%
9213,09-03-2023 10:23,User_13,Web_Browsing,-87 dBm,28 ms,1.2 Mbps,1.2 Mbps,65%
9214,09-03-2023 10:23,User_14,VoIP_Call,-81 dBm,22 ms,150 Kbps,170 Kbps,85%
9215,09-03-2023 10:23,User_15,Video_Call,-74 dBm,29 ms,10 Mbps,12 Mbps,60%
9216,09-03-2023 10:23,User_16,Streaming,-84 dBm,38 ms,4.5 Mbps,5 Mbps,70%
9217,09-03-2023 10:23,User_17,Emergency_Service,-69 dBm,9 ms,1.2 Mbps,1.3 Mbps,80%
9218,09-03-2023 10:23,User_18,Background_Download,-91 dBm,48 ms,600 Kbps,600 Kbps,55%
9219,09-03-2023 10:23,User_19,IoT_Temperature,-96 dBm,105 ms,8 Kbps,9 Kbps,70%
9220,09-03-2023 10:23,User_20,Video_Streaming,-83 dBm,34 ms,3.2 Mbps,3.5 Mbps,75%
9221,09-03-2023 10:23,User_21,Video_Call,-77 dBm,31 ms,11 Mbps,13 Mbps,75%
9222,09-03-2023 10:23,User_22,Online_Gaming,-80 dBm,23 ms,2.2 Mbps,2.5 Mbps,80%
9223,09-03-2023 10:23,User_23,Web_Browsing,-86 dBm,29 ms,1.4 Mbps,1.4 Mbps,70%
9224,09-03-2023 10:23,User_24,VoIP_Call,-82 dBm,21 ms,160 Kbps,180 Kbps,90%
9225,09-03-2023 10:23,User_25,Video_Call,-73 dBm,28 ms,10.5 Mbps,12.5 Mbps,75%
9226,09-03-2023 10:23,User_26,Streaming,-83 dBm,37 ms,4.2 Mbps,4.8 Mbps,85%
9227,09-03-2023 10:23,User_27,Emergency_Service,-68 dBm,8 ms,1.1 Mbps,1.2 Mbps,70%
9228,09-03-2023 10:23,User_28,Background_Download,-92 dBm,47 ms,620 Kbps,620 Kbps,60%
9229,09-03-2023 10:23,User_29,IoT_Temperature,-97 dBm,110 ms,7 Kbps,8 Kbps,65%
9230,09-03-2023 10:23,User_30,Video_Streaming,-84 dBm,33 ms,3.4 Mbps,3.7 Mbps,70%
9231,09-03-2023 10:23,User_31,Video_Call,-78 dBm,30 ms,10.2 Mbps,12.2 Mbps,75%
9232,09-03-2023 10:23,User_32,Online_Gaming,-79 dBm,24 ms,2.3 Mbps,2.6 Mbps,80%
9233,09-03-2023 10:23,User_33,Web_Browsing,-88 dBm,27 ms,1.3 Mbps,1.3 Mbps,70%
9234,09-03-2023 10:23,User_34,VoIP_Call,-83 dBm,20 ms,170 Kbps,190 Kbps,90%
9235,09-03-2023 10:23,User_35,Video_Call,-72 dBm,27 ms,10.8 Mbps,12.8 Mbps,75%
9236,09-03-2023 10:23,User_36,Streaming,-82 dBm,36 ms,4.0 Mbps,4.6 Mbps,85%
9237,09-03-2023 10:23,User_37,Emergency_Service,-67 dBm,7 ms,1.0 Mbps,1.1 Mbps,70%
9238,09-03-2023 10:23,User_38,Background_Download,-93 dBm,46 ms,630 Kbps,630 Kbps,60%
9239,09-03-2023 10:23,User_39,IoT_Temperature,-98 dBm,105 ms,6 Kbps,7 Kbps,65%
9240,09-03-2023 10:23,User_40,Video_Streaming,-85 dBm,32 ms,3.5 Mbps,3.8 Mbps,70%
9241,09-03-2023 10:23,User_41,Video_Call,-79 dBm,29 ms,10.5 Mbps,12.3 Mbps,70%
9242,09-03-2023 10:23,User_42,Online_Gaming,-78 dBm,25 ms,2.4 Mbps,2.7 Mbps,75%
9243,09-03-2023 10:23,User_43,Web_Browsing,-87 dBm,28 ms,1.2 Mbps,1.2 Mbps,70%
9244,09-03-2023 10:23,User_44,VoIP_Call,-84 dBm,20 ms,165 Kbps,185 Kbps,90%
9245,09-03-2023 10:23,User_45,Video_Call,-71 dBm,26 ms,10.2 Mbps,12.6 Mbps,80%
9246,09-03-2023 10:23,User_46,Streaming,-81 dBm,35 ms,3.8 Mbps,4.4 Mbps,85%
9247,09-03-2023 10:23,User_47,Emergency_Service,-66 dBm,7 ms,1.1 Mbps,1.2 Mbps,70%
9248,09-03-2023 10:23,User_48,Background_Download,-94 dBm,45 ms,640 Kbps,640 Kbps,60%
9249,09-03-2023 10:23,User_49,IoT_Temperature,-99 dBm,104 ms,5 Kbps,6 Kbps,65%
9250,09-03-2023 10:23,User_50,Video_Streaming,-86 dBm,31 ms,3.6 Mbps,3.9 Mbps,70%
9251,09-03-2023 10:24,User_51,Video_Call,-80 dBm,30 ms,11 Mbps,12.5 Mbps,80%
9252,09-03-2023 10:24,User_52,Online_Gaming,-77 dBm,24 ms,2.6 Mbps,2.9 Mbps,85%
9253,09-03-2023 10:24,User_53,Web_Browsing,-89 dBm,27 ms,1.1 Mbps,1.1 Mbps,70%
9254,09-03-2023 10:24,User_54,VoIP_Call,-85 dBm,21 ms,160 Kbps,190 Kbps,90%
9255,09-03-2023 10:24,User_55,Video_Call,-70 dBm,27 ms,10.7 Mbps,12.3 Mbps,75%
9256,09-03-2023 10:24,User_56,Streaming,-80 dBm,35 ms,4.1 Mbps,4.7 Mbps,85%
9257,09-03-2023 10:24,User_57,Emergency_Service,-65 dBm,8 ms,1.0 Mbps,1.1 Mbps,70%
9258,09-03-2023 10:24,User_58,Background_Download,-95 dBm,46 ms,650 Kbps,650 Kbps,60%
9259,09-03-2023 10:24,User_59,IoT_Temperature,-100 dBm,103 ms,4 Kbps,5 Kbps,75%
9260,09-03-2023 10:24,User_60,Video_Streaming,-87 dBm,32 ms,3.7 Mbps,4.0 Mbps,70%
9261,09-03-2023 10:24,User_61,Video_Call,-81 dBm,29 ms,10.3 Mbps,12.1 Mbps,70%
9262,09-03-2023 10:24,User_62,Online_Gaming,-76 dBm,23 ms,2.7 Mbps,3.0 Mbps,80%
9263,09-03-2023 10:24,User_63,Web_Browsing,-90 dBm,26 ms,1.0 Mbps,1.0 Mbps,70%
9264,09-03-2023 10:24,User_64,VoIP_Call,-86 dBm,20 ms,155 Kbps,180 Kbps,90%
9265,09-03-2023 10:24,User_65,Video_Call,-69 dBm,26 ms,10.9 Mbps,12.4 Mbps,75%
9266,09-03-2023 10:24,User_66,Streaming,-79 dBm,34 ms,4.3 Mbps,4.9 Mbps,85%
9267,09-03-2023 10:24,User_67,Emergency_Service,-64 dBm,7 ms,1.0 Mbps,1.1 Mbps,70%
9268,09-03-2023 10:24,User_68,Background_Download,-96 dBm,45 ms,660 Kbps,660 Kbps,60%
9269,09-03-2023 10:24,User_69,IoT_Temperature,-101 dBm,102 ms,3 Kbps,4 Kbps,75%
9270,09-03-2023 10:24,User_70,Video_Streaming,-88 dBm,31 ms,3.8 Mbps,4.1 Mbps,70%
9271,09-03-2023 10:24,User_71,Video_Call,-82 dBm,28 ms,10.7 Mbps,12.2 Mbps,70%
9272,09-03-2023 10:24,User_72,Online_Gaming,-75 dBm,22 ms,2.8 Mbps,3.1 Mbps,80%
9273,09-03-2023 10:24,User_73,Web_Browsing,-91 dBm,25 ms,0.9 Mbps,0.9 Mbps,70%
9274,09-03-2023 10:24,User_74,VoIP_Call,-87 dBm,19 ms,150 Kbps,175 Kbps,90%
9275,09-03-2023 10:24,User_75,Video_Call,-68 dBm,25 ms,11.0 Mbps,12.5 Mbps,75%
9276,09-03-2023 10:24,User_76,Streaming,-78 dBm,33 ms,4.4 Mbps,5.0 Mbps,85%
9277,09-03-2023 10:24,User_77,Emergency_Service,-63 dBm,6 ms,0.9 Mbps,1.0 Mbps,70%
9278,09-03-2023 10:24,User_78,Background_Download,-97 dBm,44 ms,670 Kbps,670 Kbps,60%
9279,09-03-2023 10:24,User_79,IoT_Temperature,-102 dBm,101 ms,2 Kbps,3 Kbps,75%
9280,09-03-2023 10:24,User_80,Video_Streaming,-89 dBm,30 ms,3.9 Mbps,4.2 Mbps,70%
9281,09-03-2023 10:24,User_81,Video_Call,-83 dBm,27 ms,10.8 Mbps,12.0 Mbps,70%
9282,09-03-2023 10:24,User_82,Online_Gaming,-74 dBm,21 ms,2.9 Mbps,3.2 Mbps,80%
9283,09-03-2023 10:24,User_83,Web_Browsing,-92 dBm,24 ms,0.8 Mbps,0.8 Mbps,70%
9284,09-03-2023 10:24,User_84,VoIP_Call,-88 dBm,18 ms,145 Kbps,170 Kbps,90%
9285,09-03-2023 10:24,User_85,Video_Call,-67 dBm,24 ms,11.2 Mbps,12.8 Mbps,75%
9286,09-03-2023 10:24,User_86,Streaming,-77 dBm,32 ms,4.5 Mbps,5.1 Mbps,85%
9287,09-03-2023 10:24,User_87,Emergency_Service,-62 dBm,6 ms,0.8 Mbps,0.9 Mbps,70%
9288,09-03-2023 10:24,User_88,Background_Download,-98 dBm,43 ms,680 Kbps,680 Kbps,60%
9289,09-03-2023 10:24,User_89,IoT_Temperature,-103 dBm,100 ms,1 Kbps,2 Kbps,75%
9290,09-03-2023 10:24,User_90,Video_Streaming,-90 dBm,29 ms,4.0 Mbps,4.3 Mbps,70%
9291,09-03-2023 10:24,User_91,Video_Call,-84 dBm,26 ms,10.9 Mbps,12.1 Mbps,70%
9292,09-03-2023 10:24,User_92,Online_Gaming,-73 dBm,20 ms,3.0 Mbps,3.3 Mbps,80%
9293,09-03-2023 10:24,User_93,Web_Browsing,-93 dBm,23 ms,0.7 Mbps,0.7 Mbps,70%
9294,09-03-2023 10:24,User_94,VoIP_Call,-89 dBm,17 ms,140 Kbps,165 Kbps,90%
9295,09-03-2023 10:24,User_95,Video_Call,-66 dBm,23 ms,11.4 Mbps,12.7 Mbps,75%
9296,09-03-2023 10:24,User_96,Streaming,-76 dBm,31 ms,4.6 Mbps,5.2 Mbps,85%
9297,09-03-2023 10:24,User_97,Emergency_Service,-61 dBm,6 ms,0.7 Mbps,0.8 Mbps,70%
9298,09-03-2023 10:24,User_98,Background_Download,-99 dBm,42 ms,690 Kbps,690 Kbps,60%
9299,09-03-2023 10:24,User_99,IoT_Temperature,-104 dBm,99 ms,1 Kbps,2 Kbps,75%
9300,09-03-2023 10:24,User_100,Video_Streaming,-91 dBm,28 ms,4.1 Mbps,4.4 Mbps,70%
9301,09-03-2023 10:24,User_101,VoIP_Call,-86 dBm,18 ms,155 Kbps,180 Kbps,90%
9302,09-03-2023 10:24,User_102,Online_Gaming,-74 dBm,22 ms,2.9 Mbps,3.2 Mbps,80%
9303,09-03-2023 10:24,User_103,Web_Browsing,-92 dBm,25 ms,0.8 Mbps,0.8 Mbps,70%
9304,09-03-2023 10:24,User_104,Video_Call,-67 dBm,24 ms,11.2 Mbps,12.5 Mbps,75%
9305,09-03-2023 10:24,User_105,Streaming,-77 dBm,32 ms,4.5 Mbps,5.1 Mbps,85%
9306,09-03-2023 10:24,User_106,Emergency_Service,-62 dBm,6 ms,0.8 Mbps,0.9 Mbps,70%
9307,09-03-2023 10:24,User_107,Background_Download,-97 dBm,44 ms,670 Kbps,670 Kbps,60%
9308,09-03-2023 10:24,User_108,IoT_Temperature,-103 dBm,100 ms,1 Kbps,2 Kbps,75%
9309,09-03-2023 10:24,User_109,Video_Streaming,-90 dBm,29 ms,4.0 Mbps,4.3 Mbps,70%
9310,09-03-2023 10:24,User_110,VoIP_Call,-85 dBm,19 ms,150 Kbps,175 Kbps,90%
9311,09-03-2023 10:25,User_111,Video_Call,-83 dBm,27 ms,10.8 Mbps,12.0 Mbps,70%
9312,09-03-2023 10:25,User_112,Online_Gaming,-72 dBm,21 ms,3.1 Mbps,3.4 Mbps,80%
9313,09-03-2023 10:25,User_113,Web_Browsing,-94 dBm,24 ms,0.7 Mbps,0.7 Mbps,70%
9314,09-03-2023 10:25,User_114,VoIP_Call,-88 dBm,18 ms,145 Kbps,170 Kbps,90%
9315,09-03-2023 10:25,User_115,Video_Call,-68 dBm,25 ms,11.4 Mbps,12.7 Mbps,75%
9316,09-03-2023 10:25,User_116,Streaming,-76 dBm,31 ms,4.6 Mbps,5.2 Mbps,85%
9317,09-03-2023 10:25,User_117,Emergency_Service,-61 dBm,6 ms,0.7 Mbps,0.8 Mbps,70%
9318,09-03-2023 10:25,User_118,Background_Download,-98 dBm,43 ms,680 Kbps,680 Kbps,60%
9319,09-03-2023 10:25,User_119,IoT_Temperature,-102 dBm,99 ms,1 Kbps,2 Kbps,75%
9320,09-03-2023 10:25,User_120,Video_Streaming,-89 dBm,30 ms,4.1 Mbps,4.4 Mbps,70%
9321,09-03-2023 10:25,User_121,VoIP_Call,-86 dBm,19 ms,155 Kbps,180 Kbps,90%
9322,09-03-2023 10:25,User_122,Online_Gaming,-74 dBm,22 ms,2.9 Mbps,3.2 Mbps,80%
9323,09-03-2023 10:25,User_123,Web_Browsing,-92 dBm,25 ms,0.8 Mbps,0.8 Mbps,70%
9324,09-03-2023 10:25,User_124,Video_Call,-67 dBm,24 ms,11.2 Mbps,12.5 Mbps,75%
9325,09-03-2023 10:25,User_125,Streaming,-77 dBm,32 ms,4.5 Mbps,5.1 Mbps,85%
9326,09-03-2023 10:25,User_126,Emergency_Service,-62 dBm,6 ms,0.8 Mbps,0.9 Mbps,70%
9327,09-03-2023 10:25,User_127,Background_Download,-97 dBm,44 ms,670 Kbps,670 Kbps,60%
9328,09-03-2023 10:25,User_128,IoT_Temperature,-103 dBm,100 ms,1 Kbps,2 Kbps,75%
9329,09-03-2023 10:25,User_129,Video_Streaming,-90 dBm,29 ms,4.0 Mbps,4.3 Mbps,70%
9330,09-03-2023 10:25,User_130,Video_Call,-85 dBm,19 ms,150 Kbps,175 Kbps,90%
9331,09-03-2023 10:25,User_131,Web_Browsing,-85 dBm,28 ms,1.5 Mbps,1.5 Mbps,70%
9332,09-03-2023 10:25,User_132,Background_Download,-99 dBm,46 ms,620 Kbps,620 Kbps,60%
9333,09-03-2023 10:25,User_133,VoIP_Call,-88 dBm,20 ms,130 Kbps,155 Kbps,90%
9334,09-03-2023 10:25,User_134,Streaming,-75 dBm,30 ms,5.0 Mbps,5.7 Mbps,85%
9335,09-03-2023 10:25,User_135,Video_Call,-66 dBm,26 ms,11.0 Mbps,12.3 Mbps,75%
9336,09-03-2023 10:25,User_136,Video_Streaming,-80 dBm,29 ms,4.2 Mbps,4.6 Mbps,70%
9337,09-03-2023 10:25,User_137,Emergency_Service,-60 dBm,5 ms,0.9 Mbps,1.0 Mbps,70%
9338,09-03-2023 10:25,User_138,Web_Browsing,-94 dBm,27 ms,0.6 Mbps,0.6 Mbps,70%
9339,09-03-2023 10:25,User_139,Background_Download,-96 dBm,45 ms,660 Kbps,660 Kbps,60%
9340,09-03-2023 10:25,User_140,Online_Gaming,-72 dBm,20 ms,3.2 Mbps,3.5 Mbps,80%
9341,09-03-2023 10:25,User_141,Streaming,-78 dBm,32 ms,4.4 Mbps,5.0 Mbps,85%
9342,09-03-2023 10:25,User_142,Video_Call,-67 dBm,27 ms,11.1 Mbps,12.4 Mbps,75%
9343,09-03-2023 10:25,User_143,Video_Streaming,-81 dBm,28 ms,4.1 Mbps,4.5 Mbps,70%
9344,09-03-2023 10:25,User_144,Emergency_Service,-59 dBm,5 ms,0.9 Mbps,1.1 Mbps,70%
9345,09-03-2023 10:25,User_145,Web_Browsing,-95 dBm,26 ms,0.7 Mbps,0.7 Mbps,70%
9346,09-03-2023 10:25,User_146,Background_Download,-95 dBm,47 ms,610 Kbps,610 Kbps,60%
9347,09-03-2023 10:25,User_147,VoIP_Call,-87 dBm,21 ms,125 Kbps,150 Kbps,90%
9348,09-03-2023 10:25,User_148,Online_Gaming,-71 dBm,19 ms,3.3 Mbps,3.6 Mbps,80%
9349,09-03-2023 10:25,User_149,Streaming,-79 dBm,33 ms,4.3 Mbps,4.8 Mbps,85%
9350,09-03-2023 10:25,User_150,Video_Call,-68 dBm,28 ms,11.3 Mbps,12.6 Mbps,75%
9351,09-03-2023 10:25,User_151,Video_Streaming,-82 dBm,30 ms,4.0 Mbps,4.4 Mbps,70%
9352,09-03-2023 10:25,User_152,Emergency_Service,-58 dBm,5 ms,0.8 Mbps,1.0 Mbps,70%
9353,09-03-2023 10:25,User_153,Web_Browsing,-96 dBm,25 ms,0.6 Mbps,0.6 Mbps,70%
9354,09-03-2023 10:25,User_154,Background_Download,-94 dBm,48 ms,650 Kbps,650 Kbps,60%
9355,09-03-2023 10:25,User_155,VoIP_Call,-86 dBm,22 ms,120 Kbps,145 Kbps,90%
9356,09-03-2023 10:25,User_156,Streaming,-80 dBm,31 ms,4.4 Mbps,4.9 Mbps,85%
9357,09-03-2023 10:25,User_157,Video_Call,-66 dBm,25 ms,11.5 Mbps,12.8 Mbps,75%
9358,09-03-2023 10:25,User_158,Video_Streaming,-83 dBm,31 ms,4.0 Mbps,4.4 Mbps,70%
9359,09-03-2023 10:25,User_159,Emergency_Service,-58 dBm,5 ms,0.8 Mbps,1.0 Mbps,70%
9360,09-03-2023 10:25,User_160,Web_Browsing,-97 dBm,24 ms,0.5 Mbps,0.5 Mbps,70%
9361,09-03-2023 10:25,User_161,Background_Download,-97 dBm,49 ms,640 Kbps,640 Kbps,60%
9362,09-03-2023 10:25,User_162,VoIP_Call,-85 dBm,23 ms,115 Kbps,140 Kbps,90%
9363,09-03-2023 10:25,User_163,Online_Gaming,-70 dBm,18 ms,3.4 Mbps,3.7 Mbps,80%
9364,09-03-2023 10:25,User_164,Streaming,-81 dBm,32 ms,4.2 Mbps,4.7 Mbps,85%
9365,09-03-2023 10:25,User_165,Video_Call,-65 dBm,24 ms,11.6 Mbps,12.9 Mbps,75%
9366,09-03-2023 10:25,User_166,Video_Streaming,-84 dBm,30 ms,3.9 Mbps,4.3 Mbps,70%
9367,09-03-2023 10:25,User_167,Emergency_Service,-57 dBm,5 ms,0.7 Mbps,0.9 Mbps,70%
9368,09-03-2023 10:25,User_168,Web_Browsing,-97 dBm,23 ms,0.5 Mbps,0.5 Mbps,70%
9369,09-03-2023 10:25,User_169,Background_Download,-98 dBm,50 ms,630 Kbps,630 Kbps,60%
9370,09-03-2023 10:25,User_170,VoIP_Call,-84 dBm,24 ms,110 Kbps,135 Kbps,90%
9371,09-03-2023 10:26,User_171,Online_Gaming,-69 dBm,19 ms,3.5 Mbps,3.8 Mbps,80%
9372,09-03-2023 10:26,User_172,Streaming,-82 dBm,33 ms,4.1 Mbps,4.6 Mbps,85%
9373,09-03-2023 10:26,User_173,Video_Call,-64 dBm,25 ms,11.7 Mbps,13.0 Mbps,75%
9374,09-03-2023 10:26,User_174,Video_Streaming,-85 dBm,29 ms,3.8 Mbps,4.2 Mbps,70%
9375,09-03-2023 10:26,User_175,Emergency_Service,-57 dBm,5 ms,0.7 Mbps,0.8 Mbps,70%
9376,09-03-2023 10:26,User_176,Web_Browsing,-98 dBm,22 ms,0.5 Mbps,0.5 Mbps,70%
9377,09-03-2023 10:26,User_177,Background_Download,-98 dBm,51 ms,620 Kbps,620 Kbps,60%
9378,09-03-2023 10:26,User_178,VoIP_Call,-83 dBm,25 ms,105 Kbps,130 Kbps,90%
9379,09-03-2023 10:26,User_179,Online_Gaming,-68 dBm,20 ms,3.6 Mbps,3.9 Mbps,80%
9380,09-03-2023 10:26,User_180,Streaming,-83 dBm,34 ms,4.0 Mbps,4.5 Mbps,85%
9381,09-03-2023 10:26,User_181,Video_Call,-63 dBm,26 ms,11.8 Mbps,13.1 Mbps,75%
9382,09-03-2023 10:26,User_182,Video_Streaming,-86 dBm,31 ms,3.7 Mbps,4.1 Mbps,70%
9383,09-03-2023 10:26,User_183,Emergency_Service,-56 dBm,5 ms,0.7 Mbps,0.8 Mbps,70%
9384,09-03-2023 10:26,User_184,Web_Browsing,-98 dBm,21 ms,0.5 Mbps,0.5 Mbps,70%
9385,09-03-2023 10:26,User_185,Background_Download,-99 dBm,52 ms,610 Kbps,610 Kbps,60%
9386,09-03-2023 10:26,User_186,VoIP_Call,-82 dBm,26 ms,100 Kbps,125 Kbps,90%
9387,09-03-2023 10:26,User_187,Online_Gaming,-67 dBm,21 ms,3.7 Mbps,4.0 Mbps,80%
9388,09-03-2023 10:26,User_188,Streaming,-84 dBm,35 ms,3.9 Mbps,4.4 Mbps,85%
9389,09-03-2023 10:26,User_189,Video_Call,-63 dBm,27 ms,11.9 Mbps,13.2 Mbps,75%
9390,09-03-2023 10:26,User_190,Video_Streaming,-87 dBm,32 ms,3.6 Mbps,4.0 Mbps,70%
9391,09-03-2023 10:26,User_191,Emergency_Service,-55 dBm,5 ms,0.7 Mbps,0.8 Mbps,70%
9392,09-03-2023 10:26,User_192,Web_Browsing,-99 dBm,20 ms,0.4 Mbps,0.4 Mbps,70%
9393,09-03-2023 10:26,User_193,Background_Download,-100 dBm,53 ms,600 Kbps,600 Kbps,60%
9394,09-03-2023 10:26,User_194,VoIP_Call,-81 dBm,27 ms,95 Kbps,120 Kbps,90%
9395,09-03-2023 10:26,User_195,Online_Gaming,-66 dBm,22 ms,3.8 Mbps,4.1 Mbps,80%
9396,09-03-2023 10:26,User_196,Streaming,-85 dBm,36 ms,3.8 Mbps,4.3 Mbps,85%
9397,09-03-2023 10:26,User_197,Video_Call,-62 dBm,28 ms,12.0 Mbps,13.3 Mbps,75%
9398,09-03-2023 10:26,User_198,Video_Streaming,-88 dBm,33 ms,3.5 Mbps,3.9 Mbps,70%
9399,09-03-2023 10:26,User_199,Emergency_Service,-54 dBm,5 ms,0.6 Mbps,0.7 Mbps,70%
9400,09-03-2023 10:26,User_200,Web_Browsing,-100 dBm,19 ms,0.4 Mbps,0.4 Mbps,70%
9401,09-03-2023 10:26,User_201,Background_Download,-100 dBm,54 ms,590 Kbps,590 Kbps,60%
9402,09-03-2023 10:26,User_202,VoIP_Call,-80 dBm,28 ms,90 Kbps,115 Kbps,90%
9403,09-03-2023 10:26,User_203,Online_Gaming,-65 dBm,23 ms,3.9 Mbps,4.2 Mbps,80%
